Date,Location,Province,Address,Health Authority,Drug Checking Site,Sold As/Expected Drug,Category,Colour,Texture,Code,Fentanyl,Benzodiazepine,FTIR Spectrometer,Source
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Down (Unknown Opioid),Opioid,Orange,Granules,N/A,Positive,Negative,"Fentanyl, Caffeine",bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Tadalafil,Other,White,Powder,N/A,Negative,Unspecified,"Uncertain match, Sildenafil",bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,GBL,Depressant,Colourless,Liquid,N/A,Negative,Unspecified,"1,4-butanediol, Gbl",bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Bromazolam,Depressant,White,Powder,N/A,Negative,Negative,Neg,bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Methamphetamine,Stimulant,Colourless,Crystal,N/A,Negative,Unspecified,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Cocaine,Stimulant,White,Powder,N/A,Negative,Unspecified,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Cocaine,Stimulant,White,Powder,N/A,Negative,Unspecified,"Cocaine hcl, Creatine",bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Dark Brown,Residue,N/A,Positive,Negative,"Uncertain oil, Fentanyl, Caffeine, Uncertain carbohydrate",bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Dark Brown,Residue,N/A,Positive,Positive,"Caffeine, Uncertain carbohydrate, Uncertain match, Fentanyl, Methamphetamine",bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Light Green,Granules,N/A,Positive,Positive,"Erythritol, Caffeine, Fentanyl",bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Pink,Granules,N/A,Positive,Positive,"Bromazolam, Caffeine, Ortho-methylfentanyl, Uncertain match, Erythritol",bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Pink,Granules,N/A,Positive,Positive,"Caffeine, Uncertain match, Erythritol, Para-fluorofentanyl, Ortho-methylfentanyl",bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,White,Granules,N/A,Positive,Positive,"Bromazolam, Erythritol, Fentanyl, Caffeine",bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Fentanyl,Opioid,Brown,Pebble,N/A,Positive,Negative,"Para-fluorofentanyl, Uncertain match",bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Fentanyl,Opioid,Light Brown,Powder,N/A,Positive,Negative,"Erythritol, Para-fluorofentanyl, Caffeine",bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,GBL,Depressant,Colourless,Liquid,N/A,Negative,Unspecified,"1,4-butanediol, Gbl",bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Blue,Granules,N/A,Positive,Positive,"Fentanyl, Caffeine, Erythritol",bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,GHB,Depressant,Colourless,Liquid,N/A,Negative,Unspecified,"Ghb (wet), Water",bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Ketamine,Psychedelic,White,Powder,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,GHB,Depressant,Colourless,Liquid,N/A,Negative,Unspecified,"Ghb (wet), Water",bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,MDMA,Psychedelic,White,Granules,N/A,Negative,Unspecified,"Mdma, Sucrose",bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Methamphetamine,Stimulant,Colourless,Crystal,N/A,Negative,Unspecified,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,MDMA,Psychedelic,Purple,Crystal,N/A,Negative,Unspecified,Mdma,bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,MDMA,Psychedelic,Light Grey,Crystal,N/A,Negative,Unspecified,Mdma,bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,MDMA,Psychedelic,Purple,Crystal,N/A,Negative,Unspecified,Mdma,bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,MDMA,Psychedelic,White,Powder,N/A,Negative,Unspecified,Mdma,bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,GHB,Depressant,Colourless,Liquid,N/A,Negative,Unspecified,"Ghb (wet), Water",bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Ketamine,Psychedelic,Colourless,Crystal,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Heroin,Opioid,Grey,Powder,N/A,Negative,Negative,"6-mam, Heroin hcl, Caffeine",bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,GHB,Depressant,Colourless,Liquid,N/A,Negative,Unspecified,Neg,bccsu-drugsense.onrender.com
2024-06-12,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Ketamine,Psychedelic,White,Crystal,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Alprazolam,Depressant,White,Chunk,N/A,Negative,Positive,"Uncertain match, Calcium stearate, Microcrystalline cellulose",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,2C-B,Psychedelic,White,Granules,N/A,Negative,Unspecified,2c-b,bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,GYDT (West),Unknown,Unknown,Colourless,Residue,N/A,Negative,Negative,"Uncertain oil, Cocaine hcl",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,GYDT (West),Heroin,Opioid,Light Yellow,Granules,N/A,Positive,Positive,"Erythritol, Caffeine",bccsu-drugsense.onrender.com
2024-06-11,Surrey,BC,"Surrey, BC, Canada",Fraser Health,Foxglove Housing,Down (Unknown Opioid),Opioid,Orange,Powder,N/A,Positive,Positive,"Bromazolam, Para-fluorofentanyl, Erythritol, Caffeine",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,GYDT (West),Cocaine,Stimulant,White,Granules,N/A,Negative,Unspecified,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,GYDT (West),Cocaine,Stimulant,White,Granules,N/A,Negative,Unspecified,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",,Get Your Drugs Tested,Down,Opioid,Brown,Granules,N/A,Positive,Positive,"Erythritol, Caffeine, Fentanyl or Analog",getyourdrugstested.com
2024-06-11,Surrey,BC,"Surrey, BC, Canada",Fraser Health,Foxglove Housing,MDMA,Psychedelic,Beige,Granules,N/A,Negative,Negative,Mdma,bccsu-drugsense.onrender.com
2024-06-11,Surrey,BC,"Surrey, BC, Canada",Fraser Health,Foxglove Housing,Fentanyl,Opioid,Yellow,Chunk,N/A,Positive,Negative,"Medetomidine, Uncertain match, Fentanyl",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",,Get Your Drugs Tested,Tucci,Polysubstance,Light Blue,Granules,N/A,Negative,Positive,"Ketamine, MDA, Uncertain Carbohydrate, Acetaminophen",getyourdrugstested.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Crack Cocaine,Stimulant,White,Chunk,N/A,Negative,Unspecified,Cocaine base,bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Bromazolam,Depressant,Light Pink,Powder,N/A,Negative,Negative,"Talc, Uncertain carbohydrate, Uncertain mineral",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Bromazolam,Depressant,Light Pink,Powder,N/A,Negative,Negative,"Uncertain mineral, Talc, Uncertain carbohydrate",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Cocaine,Stimulant,White,Granules,N/A,Negative,Unspecified,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Cocaine,Stimulant,White,Powder,N/A,Negative,Unspecified,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Brown,Granules,N/A,Positive,Positive,"Erythritol, Caffeine, Fentanyl",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Brown,Pebble,N/A,Positive,Negative,"Xylitol, Erythritol, Caffeine",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Dark Blue,Granules,N/A,Positive,Positive,"Fentanyl, Erythritol, Caffeine",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Dark Brown,Pebble,N/A,Positive,Positive,"Fentanyl, Caffeine, Mannitol, Erythritol",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Light Brown,Granules,N/A,Positive,Positive,"Para-fluorofentanyl, Caffeine, Uncertain carbohydrate, Ortho-methylfentanyl, Bromazolam",bccsu-drugsense.onrender.com
2024-06-11,Surrey,BC,"Surrey, BC, Canada",Fraser Health,Foxglove Housing,Crack Cocaine,Stimulant,White,Chunk,N/A,Negative,Negative,"Cocaine base, Uncertain match",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Light Green,Granules,N/A,Positive,Negative,"Fentanyl, Erythritol, Caffeine",bccsu-drugsense.onrender.com
2024-06-11,Surrey,BC,"Surrey, BC, Canada",Fraser Health,Foxglove Housing,Down (Unknown Opioid),Opioid,Light Purple,Chunk,N/A,Positive,Negative,Erythritol,bccsu-drugsense.onrender.com
2024-06-11,Kamloops,BC,"Kamloops, BC, Canada",Interior Health,ASK Wellness (433 Tranquille),Down (Unknown Opioid),Opioid,Red,Granules,N/A,Positive,Positive,"Erythritol, Xylitol, Caffeine, Ortho-fluorofentanyl, Xylazine",bccsu-drugsense.onrender.com
2024-06-11,Nanaimo,BC,"Nanaimo, BC, Canada",Island Health,CMHA (Albert St.),Unknown,Unknown,White,Crystal,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-11,Nanaimo,BC,"Nanaimo, BC, Canada",Island Health,CMHA (Albert St.),Methamphetamine,Stimulant,White,Crystal,N/A,Negative,Unspecified,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Fentanyl,Opioid,Yellow,Crystal,N/A,Positive,Negative,Fentanyl,bccsu-drugsense.onrender.com
2024-06-11,Chilliwack,BC,"Chilliwack, BC, Canada",Fraser Health,Ruth and Naomi's (Chilliwack),Down (Unknown Opioid),Opioid,Purple,Chunk,N/A,Positive,Negative,"Uncertain match, Erythritol, Para-fluorofentanyl, Caffeine",bccsu-drugsense.onrender.com
2024-06-11,Chilliwack,BC,"Chilliwack, BC, Canada",Fraser Health,Ruth and Naomi's (Chilliwack),Down (Unknown Opioid),Opioid,Purple,Granules,N/A,Positive,Negative,"Caffeine, Para-fluorofentanyl, Erythritol",bccsu-drugsense.onrender.com
2024-06-11,Chilliwack,BC,"Chilliwack, BC, Canada",Fraser Health,Ruth and Naomi's (Chilliwack),Methamphetamine,Stimulant,Colourless,Crystal,N/A,Negative,Unspecified,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-11,Cranbrook,BC,"Cranbrook, BC, Canada",Interior Health,ANKORS (Cranbrook),Ketamine,Psychedelic,Colourless,Crystal,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-11,Cranbrook,BC,"Cranbrook, BC, Canada",Interior Health,ANKORS (Cranbrook),Ketamine,Psychedelic,Colourless,Crystal,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-11,Cranbrook,BC,"Cranbrook, BC, Canada",Interior Health,ANKORS (Cranbrook),MDMA,Psychedelic,Pink,Crystal,N/A,Negative,Unspecified,Mdma,bccsu-drugsense.onrender.com
2024-06-11,Kamloops,BC,"Kamloops, BC, Canada",Interior Health,ASK Wellness (433 Tranquille),Crack Cocaine,Stimulant,White,Chunk,N/A,Negative,Negative,"Cocaine base, Uncertain match",bccsu-drugsense.onrender.com
2024-06-11,Kamloops,BC,"Kamloops, BC, Canada",Interior Health,ASK Wellness (433 Tranquille),Down (Unknown Opioid),Opioid,Dark Green,Chunk,N/A,Positive,Negative,"Caffeine, Xylitol, Para-fluorofentanyl base",bccsu-drugsense.onrender.com
2024-06-11,Kamloops,BC,"Kamloops, BC, Canada",Interior Health,ASK Wellness (433 Tranquille),Down (Unknown Opioid),Opioid,Green,Granules,N/A,Positive,Positive,"Caffeine, Para-fluorofentanyl, Xylazine, Xylitol",bccsu-drugsense.onrender.com
2024-06-11,Kamloops,BC,"Kamloops, BC, Canada",Interior Health,ASK Wellness (433 Tranquille),Down (Unknown Opioid),Opioid,Red,Granules,N/A,Positive,Positive,"Caffeine, Fentanyl, Mannitol",bccsu-drugsense.onrender.com
2024-06-11,Kamloops,BC,"Kamloops, BC, Canada",Interior Health,ASK Wellness (433 Tranquille),Methamphetamine,Stimulant,White,Crystal,N/A,Negative,Unspecified,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-11,Kamloops,BC,"Kamloops, BC, Canada",Interior Health,ASK Wellness (433 Tranquille),Unknown,Unknown,Pink,Chunk,N/A,Negative,Negative,Uncertain salt,bccsu-drugsense.onrender.com
2024-06-11,Kelowna,BC,"Kelowna, BC, Canada",Interior Health,Living Positive Resource Centre,2C-B,Psychedelic,Purple,Powder,N/A,Negative,Unspecified,"2c-b, Uncertain carbohydrate",bccsu-drugsense.onrender.com
2024-06-11,Kelowna,BC,"Kelowna, BC, Canada",Interior Health,Living Positive Resource Centre,Cocaine,Stimulant,White,Powder,N/A,Negative,Negative,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-11,Kelowna,BC,"Kelowna, BC, Canada",Interior Health,Living Positive Resource Centre,Cocaine,Stimulant,White,Powder,N/A,Negative,Negative,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-11,Kelowna,BC,"Kelowna, BC, Canada",Interior Health,Living Positive Resource Centre,Unknown,Unknown,Brown,Powder,N/A,Negative,Negative,"Cocaine hcl, 5-meo-dipt",bccsu-drugsense.onrender.com
2024-06-11,Kelowna,BC,"Kelowna, BC, Canada",Interior Health,Outreach Urban Health,Crack Cocaine,Stimulant,White,Chunk,N/A,Negative,Negative,Cocaine base,bccsu-drugsense.onrender.com
2024-06-11,Kelowna,BC,"Kelowna, BC, Canada",Interior Health,Outreach Urban Health,Fentanyl,Opioid,Blue,Chunk,N/A,Positive,Positive,"Caffeine, Fentanyl, Erythritol",bccsu-drugsense.onrender.com
2024-06-11,Kelowna,BC,"Kelowna, BC, Canada",Interior Health,Outreach Urban Health,Fentanyl,Opioid,Brown,Chunk,N/A,Positive,Negative,"Para-fluorofentanyl, Caffeine, Erythritol",bccsu-drugsense.onrender.com
2024-06-11,Kelowna,BC,"Kelowna, BC, Canada",Interior Health,Outreach Urban Health,Fentanyl,Opioid,Orange,Chunk,N/A,Positive,Negative,"Erythritol, Caffeine, Fentanyl",bccsu-drugsense.onrender.com
2024-06-11,Kelowna,BC,"Kelowna, BC, Canada",Interior Health,Outreach Urban Health,Methamphetamine,Stimulant,White,Crystal,N/A,Positive,Negative,Uncertain salt,bccsu-drugsense.onrender.com
2024-06-11,Nanaimo,BC,"Nanaimo, BC, Canada",Island Health,CMHA (Albert St.),Cocaine,Stimulant,White,Chunk,N/A,Negative,Negative,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Purple,Granules,N/A,Positive,Negative,"Erythritol, Fentanyl, Caffeine",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Alprazolam,Depressant,White,Chunk,N/A,Negative,Positive,"Uncertain match, Uncertain oil, Microcrystalline cellulose",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Heroin,Opioid,Light Brown,Powder,N/A,Negative,Negative,Heroin hcl,bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,White,Powder,N/A,Negative,Negative,"Uncertain oil, 2c-family, Microcrystalline cellulose",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Tucibi,Psychedelic,Light Pink,Granules,N/A,Negative,Positive,"Acetaminophen, Mda, Lactose, Ketamine",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Tucibi,Psychedelic,Pink,Granules,N/A,Negative,Positive,"Microcrystalline cellulose, Mdma, Ketamine",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,Dark Yellow,Liquid,N/A,Negative,Negative,Neg,bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,Light Pink,Powder,N/A,Negative,Negative,"Glucose, Uncertain carbohydrate",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,Orange,Powder,N/A,Negative,Positive,Bromazolam,bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,Orange,Powder,N/A,Negative,Positive,Bromazolam,bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,Orange,Powder,N/A,Negative,Positive,Bromazolam,bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,Orange,Powder,N/A,Negative,Positive,Bromazolam,bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,White,Crystal,N/A,Negative,Negative,Cocaine base,bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,White,Crystal,N/A,Negative,Negative,Lactose,bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,Yellow,Crystal,N/A,Negative,Negative,Despropionyl para-fluorofentanyl,bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Testosterone Undecanoate,Other,White,Powder,N/A,Negative,Unspecified,Testosterone family,bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Down (Unknown Opioid),Opioid,Beige,Chunk,N/A,Positive,Negative,"Caffeine, Erythritol, Fentanyl",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Down (Unknown Opioid),Opioid,Beige,Chunk,N/A,Positive,Negative,"Caffeine, Erythritol, Ortho-methylfentanyl",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Down (Unknown Opioid),Opioid,Beige,Chunk,N/A,Positive,Negative,"Ortho-methylfentanyl, Erythritol, Caffeine",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Down (Unknown Opioid),Opioid,Beige,Chunk,N/A,Positive,Positive,"Caffeine, Fentanyl, Erythritol",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Down (Unknown Opioid),Opioid,Dark Purple,Chunk,N/A,Positive,Positive,"Ortho-methylfentanyl, Bromazolam, Caffeine",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Down (Unknown Opioid),Opioid,Dark Purple,Pebble,N/A,Positive,Negative,"Fentanyl, Erythritol",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Down (Unknown Opioid),Opioid,Orange,Granules,N/A,Positive,Positive,"Caffeine, Mannitol, Fentanyl",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Methamphetamine,Stimulant,Colourless,Crystal,N/A,Negative,Unspecified,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Unknown,Unknown,White,Powder,N/A,Positive,Negative,"Caffeine, Uncertain match, Uncertain carbohydrate",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Hydromorphone,Opioid,White,Chunk,N/A,Negative,Negative,"Uncertain oil, Hydromorphone, Lactose, Microcrystalline cellulose",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Tucibi,Psychedelic,Light Blue,Granules,N/A,Negative,Positive,"Acetaminophen, Mda, Uncertain carbohydrate, Ketamine",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Insite,Down (Unknown Opioid),Opioid,Blue,Pebble,N/A,Positive,Negative,"Methamphetamine, Fentanyl, Erythritol, Caffeine",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Testosterone Cypionate,Other,White,Powder,N/A,Negative,Unspecified,Testosterone cypionate,bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,MDMA,Psychedelic,Light Purple,Powder,N/A,Negative,Unspecified,Mdma,bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Tamoxifen,Other,White,Pressed tablet,N/A,Negative,Unspecified,"Uncertain oil, Uncertain carbohydrate, Calcium stearate, Mannitol, Uncertain match",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Ketamine,Psychedelic,Colourless,Crystal,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Ketamine,Psychedelic,Colourless,Crystal,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Ketamine,Psychedelic,Colourless,Granules,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Ketamine,Psychedelic,Colourless,Granules,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,LSD,Psychedelic,Colourless,Liquid,N/A,Negative,Unspecified,,bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,MDMA,Psychedelic,Dark Brown,Crystal,N/A,Unspecified,Unspecified,"Mdma, Mdp2p",bccsu-drugsense.onrender.com
2024-06-11,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,MDMA,Psychedelic,Dark Grey,Crystal,N/A,Negative,Unspecified,Mdma,bccsu-drugsense.onrender.com
